2.807044185137748671e-01,2.411327437449246533e-02,9.013168311834335311e-02,1.664594610978663014e-01,1.038821792602539062e+02,9.815208613872528076e-03,6.829275190830230713e-02,1.038040695190429688e+02
2.422905047082901109e-01,9.153847422096877962e-03,6.817253864586353407e-02,1.649641185355186501e-01,1.020721206665039062e+02,8.664996363222599030e-03,6.879321485757827759e-02,1.019946594238281250e+02
2.409298580622672992e-01,8.629898344706744481e-03,6.830725668430327746e-02,1.639927030205726721e-01,1.031216125488281250e+02,8.565334603190422058e-03,6.808359920978546143e-02,1.030449600219726562e+02
2.406951292657852071e-01,8.396387426331640078e-03,6.838210064709186742e-02,1.639166411733627426e-01,1.023063735961914062e+02,8.464951068162918091e-03,6.960446387529373169e-02,1.022283020019531250e+02
2.404524135637283455e-01,8.283316065948455667e-03,6.838570216476917707e-02,1.637833953142166232e-01,1.012091598510742188e+02,8.602356538176536560e-03,7.031504809856414795e-02,1.011302413940429688e+02
2.404603512954711919e-01,8.246984083652496994e-03,6.841909553527832089e-02,1.637942716693878142e-01,1.030345382690429688e+02,8.475870825350284576e-03,6.775724887847900391e-02,1.029583053588867188e+02
2.403112538337707493e-01,8.169179494716226689e-03,6.842097394764423690e-02,1.637211003160476686e-01,1.029811019897460938e+02,8.328263647854328156e-03,6.809493899345397949e-02,1.029046783447265625e+02
2.402599738788604722e-01,8.110915946122258455e-03,6.841160627365112934e-02,1.637374516224861243e-01,1.011620864868164062e+02,8.121361024677753448e-03,7.024117559194564819e-02,1.010837249755859375e+02
2.403385051774978576e-01,8.081228318009526027e-03,6.845178472757339205e-02,1.638054921388626128e-01,1.021574325561523438e+02,7.926251739263534546e-03,6.855214387178421021e-02,1.020809555053710938e+02
2.400974370312690676e-01,8.043103487920016254e-03,6.845889506816864312e-02,1.635954385423660229e-01,1.032990798950195312e+02,7.959844544529914856e-03,6.735230237245559692e-02,1.032237701416015625e+02
2.401860760903358483e-01,8.024194365255534270e-03,6.846156835913658201e-02,1.637003133106231800e-01,1.039501953125000000e+02,7.421347312629222870e-03,6.581280380487442017e-02,1.038769607543945312e+02
2.400748196434974724e-01,7.999594195373356878e-03,6.841774292409419367e-02,1.636574825453758208e-01,1.004814682006835938e+02,8.998382836580276489e-03,7.063636928796768188e-02,1.004018325805664062e+02
2.400769418096542485e-01,7.997730363178998797e-03,6.843859846770763977e-02,1.636406130528449965e-01,1.021693649291992188e+02,7.910630665719509125e-03,6.823050230741500854e-02,1.020932235717773438e+02
2.400974138593673646e-01,7.986083539538085807e-03,6.844169690907001002e-02,1.636696333694457883e-01,1.024135894775390625e+02,7.947367615997791290e-03,6.833556294441223145e-02,1.023373031616210938e+02
2.398977990365028512e-01,7.934535374641418087e-03,6.843139968216419011e-02,1.635318638706207139e-01,1.031652450561523438e+02,8.006316609680652618e-03,6.665392220020294189e-02,1.030905838012695312e+02
2.398854470562934993e-01,7.992041888926177534e-03,6.835693683743476745e-02,1.635364683651924222e-01,1.019575576782226562e+02,8.055829443037509918e-03,6.877322494983673096e-02,1.018807296752929688e+02
2.398766063022613471e-01,7.932426326163113245e-03,6.840371935546397941e-02,1.635404607319831949e-01,1.032706604003906250e+02,7.769231218844652176e-03,6.642211973667144775e-02,1.031964721679687500e+02
2.397876204013824342e-01,7.951303098406642053e-03,6.837296110212802425e-02,1.634633562111854621e-01,1.019665222167968750e+02,7.759900763630867004e-03,6.952288746833801270e-02,1.018892364501953125e+02
2.396683095216751158e-01,7.938729858268052386e-03,6.837945532441139229e-02,1.633501243233680678e-01,1.031810379028320312e+02,7.404838688671588898e-03,6.764805316925048828e-02,1.031059875488281250e+02
2.400276296734809856e-01,7.939306389037519354e-03,6.836348942637443526e-02,1.637248338270187453e-01,1.020125045776367188e+02,7.969772443175315857e-03,6.898064911365509033e-02,1.019355545043945312e+02
2.397341328668594340e-01,7.926946026775986628e-03,6.836537938535212910e-02,1.634418073439597996e-01,1.025643844604492188e+02,7.204411085695028305e-03,6.824868917465209961e-02,1.024889297485351562e+02
2.398175192642211795e-01,7.896379133686423288e-03,6.838374357402324244e-02,1.635373964142799452e-01,1.023672027587890625e+02,7.625497877597808838e-03,6.796439737081527710e-02,1.022916107177734375e+02
2.398354832363128741e-01,7.896253814455122047e-03,6.835943604707718502e-02,1.635797933340072674e-01,1.014060363769531250e+02,7.674312684684991837e-03,7.041119784116744995e-02,1.013279495239257812e+02
2.398151134204864476e-01,7.896174910012631817e-03,6.837642237842082860e-02,1.635425161385536119e-01,1.027292861938476562e+02,7.741237524896860123e-03,6.801532208919525146e-02,1.026535263061523438e+02
2.400295504355430543e-01,7.892146606799214231e-03,6.837136774420737861e-02,1.637660360050201547e-01,1.005363235473632812e+02,8.824099786579608917e-03,7.013700157403945923e-02,1.004573593139648438e+02
2.399493727993965153e-01,7.864482456892729276e-03,6.838775131404399577e-02,1.636971389651298570e-01,1.011345291137695312e+02,8.340992033481597900e-03,7.015319168567657471e-02,1.010560379028320312e+02
2.397028356862068166e-01,7.860841451678425920e-03,6.837625959873198933e-02,1.634657346868514938e-01,1.013495407104492188e+02,8.432975970208644867e-03,6.938827037811279297e-02,1.012717208862304688e+02
2.394630286288261523e-01,7.864188613351435000e-03,6.834249493360519678e-02,1.632563450074195899e-01,1.022825317382812500e+02,8.082222193479537964e-03,6.863808631896972656e-02,1.022058105468750000e+02
2.397736555051803720e-01,7.854958880487828907e-03,6.836341768622399007e-02,1.635552789855003464e-01,1.020449447631835938e+02,7.895124144852161407e-03,6.908585131168365479e-02,1.019679641723632812e+02
2.396535458040237321e-01,7.830973550900817773e-03,6.838717046618461581e-02,1.634354018330574088e-01,1.025990066528320312e+02,7.967322133481502533e-03,6.746485829353332520e-02,1.025235748291015625e+02
2.396948178505897420e-01,7.835081372689456369e-03,6.832402030467986387e-02,1.635357161736488429e-01,1.012309341430664062e+02,7.802892010658979416e-03,7.020901143550872803e-02,1.011529235839843750e+02
2.395979099106788635e-01,7.826738513763994640e-03,6.836183736979961623e-02,1.634093340945243777e-01,1.026525497436523438e+02,7.482696324586868286e-03,6.801777333021163940e-02,1.025770492553710938e+02
2.395799737048149025e-01,7.792564851529896162e-03,6.836188417434692355e-02,1.634255246305465759e-01,1.032521514892578125e+02,7.421451620757579803e-03,6.725537776947021484e-02,1.031774749755859375e+02
2.398257863736152629e-01,7.802766100503503999e-03,6.836052459061145448e-02,1.636624957704544137e-01,1.025260086059570312e+02,7.511849980801343918e-03,6.772423535585403442e-02,1.024507751464843750e+02
2.396779884958267215e-01,7.803300428157672504e-03,6.836258837223052609e-02,1.635120995831489676e-01,1.022916717529296875e+02,7.892118766903877258e-03,6.855175644159317017e-02,1.022152252197265625e+02
2.395135880112647941e-01,7.768039534399286128e-03,6.836724008142948394e-02,1.633783083748817366e-01,1.026323242187500000e+02,7.574572227895259857e-03,6.729149818420410156e-02,1.025574569702148438e+02
2.394862631440162759e-01,7.775181416627019275e-03,6.837355477988719954e-02,1.633375268888473397e-01,1.014510955810546875e+02,7.842745631933212280e-03,6.940709799528121948e-02,1.013738479614257812e+02
2.396056604313850369e-01,7.763290765769780000e-03,6.837424845933914863e-02,1.634681210589408740e-01,1.026836776733398438e+02,7.392198778688907623e-03,6.801323592662811279e-02,1.026082687377929688e+02
2.393805835151672501e-01,7.741139442455023320e-03,6.838423934578895247e-02,1.632552047443389942e-01,1.025499343872070312e+02,7.543442305177450180e-03,6.785591691732406616e-02,1.024745330810546875e+02
2.395748307108879205e-01,7.737499438691884147e-03,6.840435598134994577e-02,1.634329753708839428e-01,1.022406921386718750e+02,7.598153315484523773e-03,6.794844567775726318e-02,1.021651458740234375e+02
2.395024356436729340e-01,7.727675336934625855e-03,6.838339761078357504e-02,1.633913626241683958e-01,1.031290893554687500e+02,7.322194520384073257e-03,6.709032505750656128e-02,1.030546798706054688e+02
2.394494790649414062e-01,7.704882627837359929e-03,6.841499041378498736e-02,1.633296060681343198e-01,1.032037353515625000e+02,7.337936200201511383e-03,6.709621101617813110e-02,1.031293029785156250e+02
2.394759495091438317e-01,7.659827519040554589e-03,6.840079387485981099e-02,1.634153282094001902e-01,1.027447738647460938e+02,7.683964446187019348e-03,6.732427328824996948e-02,1.026697692871093750e+02
2.395717754721641557e-01,7.680877534635364642e-03,6.842025175094604283e-02,1.634706461644172548e-01,1.037238311767578125e+02,6.844985764473676682e-03,6.671337783336639404e-02,1.036502761840820312e+02
2.392636673831939620e-01,7.633705443758517090e-03,6.842601928651333154e-02,1.632039425659179699e-01,1.017782745361328125e+02,7.747339550405740738e-03,6.885058432817459106e-02,1.017016754150390625e+02
2.393811585044860746e-01,7.604230710677802214e-03,6.846180292725563554e-02,1.633151248359680230e-01,1.024207382202148438e+02,7.199595682322978973e-03,6.796705722808837891e-02,1.023455734252929688e+02
2.393149815464019892e-01,7.579504949264227916e-03,6.843121253788471414e-02,1.633042638802528479e-01,1.013335266113281250e+02,8.028080686926841736e-03,6.897338479757308960e-02,1.012565231323242188e+02
2.390362225294113130e-01,7.551853752862661834e-03,6.844128136813640295e-02,1.630430873560905491e-01,1.008296585083007812e+02,7.731944322586059570e-03,7.025142014026641846e-02,1.007516784667968750e+02
2.389390194344520602e-01,7.545951628331095014e-03,6.844684216320515158e-02,1.629462256169319223e-01,1.014177017211914062e+02,7.524926215410232544e-03,6.921628862619400024e-02,1.013409576416015625e+02
2.392782131099701060e-01,7.486417123535648276e-03,6.850176317632197809e-02,1.632900327014923103e-01,1.016563262939453125e+02,7.549438625574111938e-03,6.950639933347702026e-02,1.015792694091796875e+02
2.391842836332321032e-01,7.470815077777952055e-03,6.850739190518856381e-02,1.632060766315460154e-01,1.022350921630859375e+02,7.683130912482738495e-03,6.782636046409606934e-02,1.021595840454101562e+02
2.390663802361488455e-01,7.426401578336953857e-03,6.844447939574718753e-02,1.631954993176460145e-01,1.014439849853515625e+02,7.250388152897357941e-03,6.934165209531784058e-02,1.013673934936523438e+02
2.389406671285629336e-01,7.409632830526679745e-03,6.847702670276165082e-02,1.630540075612068041e-01,1.027500534057617188e+02,7.116951979696750641e-03,6.755734980106353760e-02,1.026753768920898438e+02
