7.930847837900122377e-01,4.383748769760131836e-02
2.581238279190774254e-02,1.468264870345592499e-02
9.463413045383416156e-03,5.978811532258987427e-03
4.298422481858720987e-03,3.142724046483635902e-03
2.587244198179970960e-03,2.167130587622523308e-03
1.929494433660203364e-03,1.725807436741888523e-03
1.581314305673377349e-03,1.429488300345838070e-03
1.332883669723135657e-03,1.204655622132122517e-03
1.127900777180165749e-03,1.016068388707935810e-03
9.562260507104488770e-04,8.584202150814235210e-04
8.118139816454062255e-04,7.229349575936794281e-04
6.890529956973085682e-04,6.062670727260410786e-04
5.782035660582224377e-04,5.024933489039540291e-04
4.724836072478538849e-04,4.445795784704387188e-04
3.928109074947244966e-04,3.570206463336944580e-04
3.260492637472896011e-04,2.970142813865095377e-04
2.569076601409902780e-04,2.423830446787178516e-04
2.191194232112208564e-04,2.576182305347174406e-04
1.681211473250863195e-04,1.600227842573076487e-04
1.345174615637052926e-04,1.746856141835451126e-04
1.084065299717342277e-04,1.294769026571884751e-04
8.409747049835203478e-05,9.080400923267006874e-05
7.159934830269776285e-05,7.298904529307037592e-05
5.001509432590048538e-05,3.761142943403683603e-05
6.372160012291808390e-05,3.355054650455713272e-05
3.390901587735219798e-05,2.802349627017974854e-05
4.816973254935127643e-05,2.310582385689485818e-05
3.827069344179808081e-05,9.049348591361194849e-05
2.673097773635956049e-05,2.346125984331592917e-05
3.381298106083145092e-05,2.544487142586149275e-05
2.727993337605137282e-05,2.450017018418293446e-05
4.165505902165023144e-05,1.587607039255090058e-05
2.746562159781882291e-05,2.832868631230667233e-05
2.720919007387214512e-05,1.793567571439780295e-05
3.622944091847994446e-05,1.179432219942100346e-04
1.961328054606453232e-05,1.316624911851249635e-05
2.203823802113756401e-05,1.043958127411315218e-05
3.127711306660785340e-05,4.561743116937577724e-05
1.729274649383464555e-05,3.362364077474921942e-05
1.955170162732545929e-05,1.645393058424815536e-05
3.410636472923355192e-05,1.550298293295782059e-05
1.430423634619961741e-05,5.611171218333765864e-05
2.276762229076923180e-05,1.815293944673612714e-05
1.403613781984602607e-05,2.764873352134600282e-05
2.117613051338524375e-05,3.538064265740104020e-05
1.916993927754726980e-05,1.623456228116992861e-05
1.890240211493549570e-05,2.538522676331922412e-05
1.729168509748491494e-05,3.148466203128919005e-05
2.747241220300239718e-05,5.840053745487239212e-06
8.279848962717715008e-06,2.306603528268169612e-05
2.459831384927523677e-05,7.464393547707004473e-06
2.640697071015916302e-05,3.653012026916258037e-05
8.004629012685445511e-06,5.420057277660816908e-06
1.861184040891226325e-05,1.356873508484568447e-05
8.705244715802342424e-06,5.827153290738351643e-05
2.800131430583463959e-05,3.928375008399598300e-06
9.423351867664490837e-06,7.283874765562359244e-06
1.914362486223954320e-05,4.274524690117686987e-05
1.281997859482777495e-05,7.092986379575449973e-06
2.005729230529887361e-05,6.868534001114312559e-06
1.244702162440402211e-05,4.158912361162947491e-06
1.440501947568825383e-05,2.644722917466424406e-05
1.298900293369488467e-05,3.921304596588015556e-06
1.385663317457842089e-05,6.921707154106115922e-06
2.388026550703123202e-05,4.080336111655924469e-06
6.690575443640111176e-06,8.827401870803441852e-06
2.219775216889712099e-05,2.965576823044102639e-05
5.694612220179643342e-06,4.304760750528657809e-06
1.555813190270199640e-05,2.712924469960853457e-05
1.897454884978964037e-05,4.626274403563002124e-06
5.215128451342165126e-06,1.161872387456241995e-05
1.997478328628578669e-05,2.653550109243951738e-05
5.508541540586100411e-06,5.142706868355162442e-06
1.762265927068139366e-05,7.963400094013195485e-06
9.743770984635912084e-06,7.911114153102971613e-06
2.743943164773554599e-05,5.583221536653582007e-06
3.333140858931307315e-06,4.161259312240872532e-06
1.528358645449164405e-05,3.794586518779397011e-05
1.634853751106208800e-05,3.383093599040876143e-06
5.871868989897731795e-06,4.599892417900264263e-05
1.896803807382569350e-05,3.059745267819380388e-06
1.075903012530232442e-05,1.593151500856038183e-05
1.067369181365999434e-05,3.800073045567842200e-06
1.233446091748355144e-05,1.272940426133573055e-05
1.253802677635389778e-05,4.140561486565275118e-06
2.483592729454824440e-05,2.976771611429285258e-05
3.415012451513669025e-06,2.452251919748960063e-06
1.389770260154877354e-05,1.035223704093368724e-05
8.655518919398766265e-06,1.302738564845640212e-05
1.895480131854408325e-05,3.756490968953585252e-06
1.012674730943147556e-05,4.610199084709165618e-06
8.721305731248718069e-06,2.927858804468996823e-05
1.424923453568610971e-05,2.349202304685604759e-06
1.898286038991815085e-05,4.636360608856193721e-05
6.311961777637174211e-06,3.022032160515664145e-06
9.810581967683854645e-06,9.091671017813496292e-06
1.517709529763030698e-05,2.271999164804583415e-06
1.261489757681397898e-05,1.014932604448404163e-05
1.707559022033586734e-05,9.574254363542422652e-06
3.881634589730217185e-06,5.454505753732519224e-06
1.338936575132848704e-05,3.858223863062448800e-06
1.077543200777561108e-05,3.864246173179708421e-05
9.547219132872878666e-06,5.455081009131390601e-06
1.054865665741416704e-05,8.384163811570033431e-05
1.127564480568183176e-05,4.017977516923565418e-06
2.141628841000872479e-05,1.500631151429843158e-05
2.664075612284040304e-06,1.873613086900149938e-06
1.367128603700889294e-05,2.885262802010402083e-06
1.858307958439826691e-05,1.216179225593805313e-05
2.489644212270528907e-06,1.829960638133343309e-06
7.193252440082723432e-05,3.542407966961036436e-06
1.946672017611606874e-06,1.865152171376394108e-06
1.632603508611305863e-06,1.785805238796456251e-06
2.554969275190790074e-06,1.753413357619137969e-06
9.706787992423089175e-06,2.616963911350467242e-06
7.489483073332172378e-06,2.860586391761898994e-06
8.529972520731322230e-06,8.936731319408863783e-06
1.069182891072637724e-05,1.098920529329916462e-05
1.299189366057782168e-05,7.018996257102116942e-06
1.100184487931516922e-05,9.679643881099764258e-06
1.590235656761088110e-05,4.215798071527387947e-06
2.659072032647949989e-06,2.776212568278424442e-06
1.444695114043835747e-05,1.310803600063081831e-05
4.052935553434695074e-06,3.187951961081125773e-06
1.582420606948103164e-05,2.152872184524312615e-06
3.924368993597664470e-06,3.921754796465393156e-06
2.111820220289491046e-05,4.679963240050710738e-06
3.338322476892221394e-06,5.533740932150976732e-06
1.253718299738128008e-05,3.495399141684174538e-05
4.607156393140380691e-06,2.296268576174043119e-06
2.585526872003822792e-05,2.403500502623501234e-06
2.551486418429960398e-06,1.946645170392002910e-06
6.785738408920084121e-06,8.979003723652567714e-06
1.537690701015073875e-05,7.139946319512091577e-06
2.460225277244577238e-06,1.551800323795760050e-06
2.470546467619873872e-05,1.426953986083390191e-06
1.659937768458337128e-06,1.578635192345245741e-06
7.886431126426265135e-06,5.141803285368951038e-06
7.340559270264981049e-06,6.599091648240573704e-06
1.271187033088002313e-05,2.506590362827409990e-06
1.204632666830554081e-05,7.778618055453989655e-06
2.592476254775624048e-06,2.307602017026511021e-06
2.710208812245057917e-05,3.181569809385109693e-06
1.446699074883839791e-06,1.551930608911789022e-06
4.034408914613334662e-06,5.439811502583324909e-06
8.030264273027289183e-06,1.671613244980107993e-05
2.370725467106018551e-05,7.851722330087795854e-06
1.874391506143743292e-06,1.579623585712397471e-06
1.524699557729164555e-05,8.947734750108793378e-05
5.378117541145235035e-06,1.501079736954125110e-06
6.518190725538867789e-06,3.725328861037269235e-05
6.723787454377134981e-06,2.005441047003841959e-06
7.078963504224516320e-06,1.734800889607868157e-06
3.108849236500879463e-05,3.886220383719773963e-06
1.746777746948515863e-06,2.094118144668755122e-06
1.592121660146462097e-05,2.285751179442740977e-06
1.359232303690451090e-06,1.176417299575405195e-06
4.509018490914047118e-06,1.855561549746198580e-06
7.712395898078028037e-06,1.973357939277775586e-05
1.429455841234928994e-05,1.483122787249158137e-06
9.729225691665842517e-06,1.691630473033001181e-06
1.416819856030880873e-05,4.352841642685234547e-06
1.695842404030710671e-06,1.409669721397222020e-06
2.052879945871119704e-05,4.773175533046014607e-06
1.642067534299794488e-06,1.266983986170089338e-06
6.495035864034913152e-06,1.346438580185349565e-06
2.326211793647650121e-05,1.491744228587776888e-06
1.200685803454258114e-06,1.110921743929793593e-06
2.921254343827939007e-05,2.911508090619463474e-06
1.292260506055789390e-06,1.197823962684196886e-06
1.198753688723942326e-06,1.107948492062860169e-06
5.353772684165902313e-06,5.816991688334383070e-06
1.193137584847975636e-05,1.893648914119694382e-06
7.151507431739189994e-06,1.831353074521757662e-06
6.118502114032090473e-06,1.921592047438025475e-05
8.296319612245730266e-06,1.156230382548528723e-06
1.565324945446287168e-05,2.040319486695807427e-06
1.037282904675498137e-05,2.917232814070302993e-05
3.415487097887156313e-06,1.384326424158643931e-06
2.061545561505868313e-05,3.149169288008124568e-06
1.305709662966446330e-06,1.336206878477241844e-06
2.898102634455531636e-06,3.526771706674480811e-06
1.161365413191963302e-05,1.501696829109278042e-06
1.629348878268297633e-05,1.749332909639633726e-06
2.200588784153121663e-06,1.249745537279522978e-06
8.777510815277240851e-06,1.869086531769426074e-06
1.177052757347277840e-05,1.382997652399353683e-06
4.252574878449148837e-06,2.439039690216304734e-06
3.211128017710507265e-06,3.379365580258308910e-06
2.094353910655545760e-05,1.278734771403833292e-06
1.105748096983041703e-06,1.197936171593028121e-06
1.713775732981322295e-05,5.097273970022797585e-06
1.197568149262469204e-06,1.265306309505831450e-06
8.967388173467054054e-06,5.381748906074790284e-06
2.985081877135633929e-06,4.309530140744755045e-06
1.177373830858076144e-05,1.459525492464308627e-06
9.028340108567334024e-06,3.471642230579163879e-06
2.418561248800753661e-06,3.407686335776816122e-06
1.355940749666236475e-05,2.691142981348093599e-06
6.454373524305969135e-06,1.856471840255835559e-06
1.442954209278760203e-05,3.747510163520928472e-06
1.422011013556374791e-06,1.019359842757694423e-06
1.122818720489249245e-05,1.767905132510350086e-06
2.152804479111526586e-05,2.300427331647370011e-05
1.783070566410480299e-06,1.145811893366044387e-06
1.110988018619233794e-06,1.198104655486531556e-06
2.636864261153831478e-05,8.817297384666744620e-06
1.896821948376689302e-06,1.079846470020129345e-06
2.774706712325671548e-06,1.528091047475754749e-06
1.384055394318477558e-05,2.567762749094981700e-06
1.224127640233664579e-06,1.049130787578178570e-06
2.542726030441144758e-05,1.950036221387563273e-06
1.107407050481831444e-06,9.863919103736407124e-07
1.177139941396431816e-06,1.169130655398475938e-06
9.929507047974520949e-06,1.628196969249984249e-06
5.809718690950550828e-06,2.607896931294817477e-06
5.931065917417154180e-06,1.560662167321424931e-05
7.173242608451766472e-06,1.510925812908681110e-06
1.432184071330329245e-05,3.922853466065134853e-06
1.677288963901738044e-06,2.983742660944699310e-06
1.139384149276350219e-05,1.693187641649274155e-06
1.204421352167919850e-06,1.148344836110481992e-06
1.838431126471435338e-05,3.236445536458631977e-06
1.428464280924146809e-06,1.343848907708888873e-06
3.133712879934463670e-06,6.350691364787053317e-06
1.098044188406441753e-05,4.902041382592869923e-06
1.929632720732162384e-06,1.976824250959907658e-06
2.276188268651297396e-05,2.461157964717131108e-05
1.344407170204948896e-06,9.309914617006143089e-07
2.622050595336170322e-06,1.150594471255317330e-05
8.745147192566713758e-06,2.943762183349463157e-06
4.233568036263535766e-06,5.932792191742919385e-06
1.273877136844848977e-05,4.178175367997027934e-05
4.199096946895982021e-06,9.578411663824226707e-07
7.826001375559162577e-06,6.620271960855461657e-06
1.382970211402869976e-05,2.194601847804733552e-06
1.256876071391406411e-06,1.014653662423370406e-06
2.247931309631358445e-05,4.974546754965558648e-06
1.064637740382633413e-06,8.990937772068718914e-07
2.072093683234645584e-06,2.162192458854406141e-06
1.249265301412495501e-05,1.844585540311527438e-06
1.099215287271048288e-06,9.729269550007302314e-07
1.183376719419234540e-05,4.737846393254585564e-05
3.273108181754371332e-06,9.454223004468076397e-07
2.367151811910890942e-06,1.209824972647766117e-06
1.486898162211102135e-05,1.563276327942730859e-06
1.134136023385788345e-06,1.021745447360444814e-06
1.250637945796976605e-05,3.982909674959955737e-06
6.307251540103829004e-06,3.022623423021286726e-05
4.266349748878639733e-06,1.520084879302885383e-06
8.714224114178192388e-06,1.832436100812628865e-05
3.847953082597016878e-06,1.495907781645655632e-06
1.680851276593860538e-05,4.127861757297068834e-06
1.174865498836215237e-06,8.610966801825270522e-07
7.515409410602958828e-06,2.259120719827478752e-06
4.216702954260234066e-06,3.414613729546545073e-06
6.997269024075136252e-06,1.569831511005759239e-05
4.852290145297734878e-06,2.852106945283594541e-06
5.576969558208661518e-06,1.604346380190690979e-06
1.077399333054128692e-05,1.049982870426902082e-06
9.901774769233293267e-07,1.211700578096497338e-06
2.236762615290479884e-05,1.989654037970467471e-06
8.422698560031140021e-07,9.016453077492769808e-07
1.029462321702258351e-06,1.013049200082605239e-06
1.767142203298805906e-05,9.014789839056902565e-07
8.085573513519706261e-07,9.564465699440916069e-07
2.209771133757443756e-06,1.788845565897645429e-06
9.814127680876994425e-06,9.816536703510791995e-07
1.429879090663596340e-06,1.412067490491608623e-06
1.230209188881813867e-05,1.409582819178467616e-05
2.214209331805833246e-06,8.769333135205670260e-07
9.277139164454731180e-06,1.324920731349266134e-06
2.347083108243343747e-06,1.917037934617837891e-06
2.783073568260819236e-05,1.133982436840597074e-06
8.529491327708573147e-07,1.354229652861249633e-06
7.794199255237380139e-07,7.600589242429123260e-07
3.767858984997765675e-06,2.080537524307146668e-05
7.022584214611563739e-06,4.281613200873835012e-06
5.272713813826320832e-06,1.185639803225058131e-06
6.013434198319618204e-06,2.160581425414420664e-05
7.000201644739962845e-06,1.469488779548555613e-06
8.365533915730922611e-06,2.594257239252328873e-06
1.842369582341700839e-06,1.229241206601727754e-06
1.574497689861031167e-05,3.039040393559844233e-06
1.084563453519084075e-06,8.513912916896515526e-07
1.665262957481981730e-05,2.687110281840432435e-05
1.861445945121723072e-06,8.374312869818822946e-07
1.191713543482236672e-06,2.092981276291538961e-06
8.324560504947023254e-06,1.304501665799762122e-06
1.041152321280291068e-06,1.325126049778191373e-06
1.648606774095603749e-05,1.589193743711803108e-06
9.933997171757278051e-07,9.938490848071523942e-07
6.329364969322644377e-06,9.311700068792561069e-07
3.940978890827368567e-06,4.245583568263100460e-06
4.002118028705143857e-06,2.649242787811090238e-06
7.385843239933073195e-06,6.744940492353634909e-06
8.319133161084944712e-06,8.644549780001398176e-06
9.948515200838195635e-06,2.217756446043495089e-06
1.312425737136180029e-06,8.328028116011410020e-07
9.585046694582662850e-06,2.997353931277757511e-06
1.243623310132627470e-06,9.749342098075430840e-07
9.856085657206793270e-06,6.421628495445474982e-05
7.410302838450615109e-06,9.126374607149045914e-07
8.301558604528462409e-07,9.132351124208071269e-07
9.567110528617096880e-06,4.042688487970735878e-06
1.294195472503827479e-05,2.593716271803714335e-05
1.659114698891419042e-06,7.913888566690729931e-07
1.991274288935202095e-06,1.304080569752841257e-06
5.562224245272190272e-06,1.500397775089368224e-05
7.358917677526605074e-06,2.880562988138990477e-06
4.243168591827748947e-06,2.536445754230953753e-05
6.720541744715984336e-06,1.686258656263817102e-06
1.560532936359311133e-05,3.342012496432289481e-05
1.507301850650194870e-06,7.543428637291071936e-07
3.347798179895095939e-06,2.603060693218139932e-06
1.645503373172465666e-06,1.890602220555592794e-06
1.186757494053836126e-05,1.654636071179993451e-05
1.383533052836728715e-05,2.436654085613554344e-06
7.811999647964139497e-07,9.022903668665094301e-07
1.534643855048665051e-06,1.469874973736295942e-06
1.400257395472291864e-05,1.417189196217805147e-06
1.712623739007604400e-06,3.206376732123317197e-06
2.512793152220638149e-06,7.615441290909075178e-07
1.278310554215959926e-05,1.505961449765891302e-06
8.906207444699003842e-07,7.476078280888032168e-07
1.303754127617979070e-05,1.052019615599419922e-05
1.194791183915337337e-06,6.574108510903897695e-07
2.561305764131177971e-06,9.972046655093436129e-07
9.614109761931407733e-06,5.967417564534116536e-06
2.415143948352439120e-06,3.996755367552395910e-06
6.020413404683448771e-06,1.565848606333020143e-06
5.695620782848920502e-06,2.060849510598927736e-06
1.314424007039003978e-06,8.910046744858846068e-07
1.064690802311273549e-05,1.932728764586499892e-06
2.136413243920725094e-06,1.487828740209806710e-06
1.084803180708750191e-05,1.316738007517415099e-06
1.126984040083902307e-06,3.295364876976236701e-06
8.565831996575887353e-06,8.982281087810406461e-07
9.803838763717137645e-07,1.523417381577019114e-06
1.303312589201893383e-05,2.359334530410706066e-06
1.552682527462004604e-06,1.355429048999212682e-06
1.107595157306534934e-05,1.062763431036728434e-06
9.364952305373044542e-07,1.170926680060802028e-06
5.587438785517097147e-06,2.947315442725084722e-05
4.385284133270954942e-06,7.273429787346685771e-07
7.243740872316569060e-06,1.414916596331750043e-06
4.987626129950338490e-06,2.223098817921709269e-06
8.347151145780793715e-06,2.515215328457998112e-06
1.136458175246902108e-06,1.131248154706554487e-06
1.136902445408302267e-05,3.283712658230797388e-06
9.375399291327422622e-07,1.127565042224887293e-06
9.062004107563145181e-06,1.599107918082154356e-06
1.230391155615233172e-06,7.314997674257028848e-07
1.330487641318165148e-05,6.942040613466815557e-07
6.581811504702272941e-07,7.532573818025412038e-07
7.497667634554662720e-07,1.073862222256138921e-06
1.062922436271917828e-05,8.434349183517042547e-07
1.271519831920368916e-06,9.358100214740261436e-07
1.463252752715176934e-05,6.309448394858918618e-07
6.613043823313965977e-07,6.278635851231229026e-07
6.509541163105052863e-06,3.630749779404141009e-05
4.743179614453724761e-06,7.647614665984292515e-07
1.100440724344800860e-06,1.676999090705066919e-06
2.308392402757164749e-05,2.422650140943005681e-06
6.547555616319956465e-07,7.757703315292019397e-07
6.574398223772976765e-07,6.723450951540144160e-07
3.801791255962318689e-06,3.651208771771052852e-06
4.580926334923764466e-06,2.071819608318037353e-06
3.931967310240207538e-06,1.557377436256501824e-05
1.015686403295108171e-05,3.750288215087493882e-06
9.473104869656277704e-07,5.819705393150798045e-07
3.430227134497243238e-06,2.123689773725345731e-05
8.460340984729788059e-06,1.175846591650042683e-06
1.069640638170983261e-06,8.398395152653392870e-07
4.964550413433244103e-06,1.716556835162919015e-05
9.012701103035151439e-06,1.379870582240982912e-06
1.194796066983645917e-06,9.857780014499439858e-07
1.359844881749384695e-05,8.550650818506255746e-07
7.114869258081841943e-07,7.378572490779333748e-07
7.812939623036276339e-06,1.131141175392258447e-06
1.576419367829920245e-06,8.064817507147381548e-07
2.255474626075773356e-06,7.418790119118057191e-06
9.305476963707184066e-06,1.049011530085408594e-06
2.320299801593906532e-06,8.829600801618653350e-07
4.671534746227606773e-06,7.955114597280044109e-06
6.394285929280986254e-06,1.437715354768442921e-06
6.956017603789778166e-06,2.311474190719309263e-06
9.508039115921280862e-07,6.865744808237650432e-07
5.600223772717072279e-06,4.477317816053982824e-06
6.918314190839643770e-06,1.048926833391305991e-06
1.050858204784605955e-06,8.981128871710097883e-07
4.199826475424737484e-06,4.140598321100696921e-06
1.303647504941479378e-05,1.111527694774849806e-06
6.987980756780241348e-07,6.716550160490442067e-07
8.992927749391245028e-06,1.322514208368374966e-06
7.811968505240412212e-07,7.506414476665668190e-07
2.175946518762500086e-06,1.312485210291924886e-06
1.684467863327654413e-05,6.346378540911246091e-06
7.973884379453011206e-07,6.438900754801579751e-07
7.739112968480209209e-07,8.572827709940611385e-07
